"Tempo","Estação","LAT","LONG","Movimentação","Original_473","Original_269","Zero","Maçã-Verde","Tangerina","Citrus","Açaí-Guaraná","Pêssego","TARGET"
2018-11-5,Barra Funda,-23.5542,-46.6707,148034,66,62,19,33,10,5,23,12,NORMAL
2019-9-5,Barra Funda,-23.5542,-46.6707,148405,86,30,32,2,31,23,12,43,NORMAL
2018-2-14,Barra Funda,-23.5542,-46.6707,148755,86,16,40,10,32,22,29,40,NORMAL
2018-11-22,Barra Funda,-23.5542,-46.6707,148232,53,37,37,21,35,38,31,29,NORMAL
2018-2-16,Barra Funda,-23.5542,-46.6707,149821,61,65,24,3,20,14,20,35,REABASTECER
2019-9-21,Barra Funda,-23.5542,-46.6707,150266,15,11,58,13,3,22,35,17,REABASTECER
2018-2-26,Barra Funda,-23.5542,-46.6707,147699,51,61,23,14,24,16,24,37,NORMAL
2019-9-24,Barra Funda,-23.5542,-46.6707,147180,79,57,38,8,33,14,24,4,REABASTECER
2019-9-28,Barra Funda,-23.5542,-46.6707,147760,46,37,10,39,22,43,10,29,NORMAL
2018-12-19,Barra Funda,-23.5542,-46.6707,147707,43,24,43,25,9,42,7,11,NORMAL
2019-10-21,Barra Funda,-23.5542,-46.6707,148970,73,21,51,8,27,20,43,25,NORMAL
2019-1-4,Barra Funda,-23.5542,-46.6707,148308,68,61,65,17,34,38,41,37,NORMAL
2018-3-26,Barra Funda,-23.5542,-46.6707,149674,23,30,65,43,35,16,29,37,NORMAL
2019-10-24,Barra Funda,-23.5542,-46.6707,149574,37,65,29,40,11,16,35,16,NORMAL
2018-3-29,Barra Funda,-23.5542,-46.6707,150147,86,8,45,35,26,11,15,26,REABASTECER
2018-4-1,Barra Funda,-23.5542,-46.6707,149337,62,57,34,33,16,9,6,16,REABASTECER
2019-1-20,Barra Funda,-23.5542,-46.6707,148648,12,25,11,17,8,34,12,23,REABASTECER
2019-1-22,Barra Funda,-23.5542,-46.6707,148087,77,15,65,11,43,25,5,12,REABASTECER
2019-1-23,Barra Funda,-23.5542,-46.6707,149793,70,13,56,7,39,22,43,9,NORMAL
2019-1-24,Barra Funda,-23.5542,-46.6707,147927,58,11,52,3,34,17,41,7,REABASTECER
2018-5-15,Barra Funda,-23.5542,-46.6707,149999,55,51,58,25,25,43,17,10,NORMAL
2018-5-16,Barra Funda,-23.5542,-46.6707,147259,42,47,48,22,20,37,13,5,REABASTECER
2018-5-26,Barra Funda,-23.5542,-46.6707,146845,27,40,39,19,16,43,18,6,REABASTECER
2018-1-1,Tatuapé,-23.5402,-46.5765,67879,86,65,65,43,43,43,43,43,NORMAL
2018-1-10,Tatuapé,-23.5402,-46.5765,67971,86,65,5,28,1,14,9,12,REABASTECER
2018-1-16,Tatuapé,-23.5402,-46.5765,68640,23,30,32,7,21,4,21,27,REABASTECER
2018-6-20,Barra Funda,-23.5542,-46.6707,149115,42,26,65,22,5,43,14,3,REABASTECER
2018-7-2,Barra Funda,-23.5542,-46.6707,150371,13,29,32,14,3,15,17,43,REABASTECER
2019-4-15,Barra Funda,-23.5542,-46.6707,148368,41,35,14,43,5,16,14,2,NORMAL
2018-7-12,Barra Funda,-23.5542,-46.6707,150683,8,34,30,22,43,34,16,43,NORMAL
2019-4-26,Barra Funda,-23.5542,-46.6707,150474,21,24,65,43,8,11,11,9,NORMAL
2018-7-23,Barra Funda,-23.5542,-46.6707,147393,76,46,26,29,37,40,8,2,REABASTECER
2019-4-26,República,-23.5436,-46.6434,110093,17,3,12,37,24,43,13,29,REABASTECER
2018-11-23,República,-23.5436,-46.6434,109698,44,12,5,7,12,30,28,41,REABASTECER
2018-2-27,República,-23.5436,-46.6434,109247,78,26,26,38,27,36,31,36,NORMAL
2019-8-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92222,27,42,50,21,20,11,3,33,REABASTECER
2018-4-1,Higienópolis-Mackenzie,-23.5488,-46.6519,93475,44,32,32,27,29,20,17,17,NORMAL
2019-3-24,Higienópolis-Mackenzie,-23.5488,-46.6519,91518,31,29,40,43,31,6,20,32,REABASTECER
2019-7-14,Higienópolis-Mackenzie,-23.5488,-46.6519,92234,61,51,46,28,7,43,2,10,NORMAL
2019-7-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92172,73,13,47,31,20,28,13,22,NORMAL
2018-7-28,Higienópolis-Mackenzie,-23.5488,-46.6519,91214,86,18,18,19,20,6,17,9,NORMAL
2019-7-25,Higienópolis-Mackenzie,-23.5488,-46.6519,90818,40,59,28,18,9,19,43,15,NORMAL
2019-8-4,Higienópolis-Mackenzie,-23.5488,-46.6519,89870,35,11,38,38,15,43,43,28,NORMAL
2018-8-17,Higienópolis-Mackenzie,-23.5488,-46.6519,89965,67,30,21,7,32,26,33,25,NORMAL
2018-6-22,Faria Lima,-23.5675,-46.6929,54653,76,65,43,19,19,41,43,43,NORMAL
2018-6-24,Faria Lima,-23.5675,-46.6929,53400,61,54,26,16,15,33,37,37,NORMAL
2018-6-27,Faria Lima,-23.5675,-46.6929,53547,38,39,9,11,43,25,24,26,REABASTECER
2018-9-21,Higienópolis-Mackenzie,-23.5488,-46.6519,89965,76,23,48,37,28,30,25,15,NORMAL
2018-9-24,Higienópolis-Mackenzie,-23.5488,-46.6519,89832,49,65,23,25,13,23,14,5,REABASTECER
2019-9-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90014,61,53,8,21,37,17,13,40,REABASTECER
2018-7-27,Faria Lima,-23.5675,-46.6929,51569,13,65,60,20,43,19,26,34,NORMAL
2018-9-30,Higienópolis-Mackenzie,-23.5488,-46.6519,93210,74,34,47,43,30,42,35,26,NORMAL
2018-10-17,Higienópolis-Mackenzie,-23.5488,-46.6519,89636,74,62,52,35,10,26,8,4,REABASTECER
2019-10-17,Higienópolis-Mackenzie,-23.5488,-46.6519,89894,17,29,43,14,32,42,15,41,NORMAL
2019-10-23,Higienópolis-Mackenzie,-23.5488,-46.6519,92593,47,2,65,39,1,29,36,18,REABASTECER
2019-10-27,Higienópolis-Mackenzie,-23.5488,-46.6519,91305,4,44,35,27,32,17,19,43,REABASTECER
2018-8-30,Faria Lima,-23.5675,-46.6929,53214,37,5,25,38,36,27,19,35,REABASTECER
2019-10-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91987,73,35,25,17,28,11,9,34,NORMAL
2019-11-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93366,35,14,57,43,10,38,35,12,NORMAL
2018-11-11,Higienópolis-Mackenzie,-23.5488,-46.6519,92137,21,47,24,12,37,9,37,43,NORMAL
2019-11-17,Higienópolis-Mackenzie,-23.5488,-46.6519,90025,78,65,24,35,38,34,17,43,NORMAL
2018-9-14,Faria Lima,-23.5675,-46.6929,54328,78,57,59,42,22,16,43,13,NORMAL
2018-9-20,Faria Lima,-23.5675,-46.6929,52460,14,25,20,40,43,34,24,32,NORMAL
2018-9-24,Faria Lima,-23.5675,-46.6929,54720,63,65,65,26,30,21,5,17,NORMAL
2018-10-2,Faria Lima,-23.5675,-46.6929,52453,68,21,1,37,5,33,11,27,NORMAL
2019-12-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90255,30,18,10,21,43,26,26,38,NORMAL
2018-12-23,Higienópolis-Mackenzie,-23.5488,-46.6519,93129,55,22,56,43,32,43,38,7,NORMAL
2019-12-27,Higienópolis-Mackenzie,-23.5488,-46.6519,90240,31,36,19,36,11,40,30,6,REABASTECER
2018-10-19,Faria Lima,-23.5675,-46.6929,51680,70,49,15,21,16,32,32,43,NORMAL
2018-10-21,Faria Lima,-23.5675,-46.6929,52252,50,33,65,14,8,28,22,37,NORMAL
2018-1-3,Faria Lima,-23.5675,-46.6929,52514,65,55,49,38,33,35,37,37,NORMAL
2019-1-12,Higienópolis-Mackenzie,-23.5488,-46.6519,90541,54,28,61,29,35,21,4,12,NORMAL
2018-11-2,Faria Lima,-23.5675,-46.6929,53406,32,32,51,35,11,40,26,35,NORMAL
2019-1-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91826,34,20,46,22,25,19,39,5,NORMAL
2018-11-20,Faria Lima,-23.5675,-46.6929,54761,30,55,65,15,19,21,39,13,NORMAL
2018-11-28,Faria Lima,-23.5675,-46.6929,51978,40,12,9,39,29,43,6,26,REABASTECER
2019-2-19,Higienópolis-Mackenzie,-23.5488,-46.6519,91795,23,3,5,25,43,29,22,8,NORMAL
2018-2-24,Faria Lima,-23.5675,-46.6929,53501,12,25,27,12,31,12,36,14,REABASTECER
2018-12-16,Faria Lima,-23.5675,-46.6929,52420,43,38,16,25,5,34,17,38,NORMAL
2018-3-7,Faria Lima,-23.5675,-46.6929,53233,41,20,5,11,26,18,28,9,REABASTECER
2019-3-9,Higienópolis-Mackenzie,-23.5488,-46.6519,92524,4,52,1,4,6,15,30,11,REABASTECER
2018-3-11,Faria Lima,-23.5675,-46.6929,51639,86,57,42,40,12,43,14,34,NORMAL
2018-3-19,Faria Lima,-23.5675,-46.6929,54967,86,26,50,20,25,30,32,43,NORMAL
2019-3-20,Higienópolis-Mackenzie,-23.5488,-46.6519,93015,73,51,6,12,43,18,36,5,REABASTECER
2019-3-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92644,52,45,55,7,39,11,29,38,NORMAL
2019-1-14,Faria Lima,-23.5675,-46.6929,52002,31,65,7,9,19,34,34,16,REABASTECER
2018-4-4,Faria Lima,-23.5675,-46.6929,51985,29,8,13,22,12,26,18,17,REABASTECER
2019-4-6,Higienópolis-Mackenzie,-23.5488,-46.6519,89955,79,8,21,17,29,15,13,26,REABASTECER
2019-4-10,Higienópolis-Mackenzie,-23.5488,-46.6519,93443,38,41,56,9,13,43,38,10,NORMAL
2019-2-2,Faria Lima,-23.5675,-46.6929,53452,39,26,11,41,27,31,6,37,REABASTECER
2019-4-13,Higienópolis-Mackenzie,-23.5488,-46.6519,91417,9,18,31,43,43,38,25,39,REABASTECER
2018-4-27,Faria Lima,-23.5675,-46.6929,54956,75,55,46,37,9,6,8,11,NORMAL
2019-2-18,Faria Lima,-23.5675,-46.6929,54330,48,61,23,19,8,36,28,8,NORMAL
2018-4-28,Faria Lima,-23.5675,-46.6929,54742,67,45,41,36,3,43,4,5,REABASTECER
2018-5-3,Faria Lima,-23.5675,-46.6929,51130,20,23,4,28,29,22,22,24,REABASTECER
2018-5-4,Faria Lima,-23.5675,-46.6929,52018,9,15,65,22,27,20,17,21,REABASTECER
2019-5-8,Higienópolis-Mackenzie,-23.5488,-46.6519,92165,19,7,65,4,22,16,26,10,NORMAL
2018-5-13,Faria Lima,-23.5675,-46.6929,54844,13,23,57,32,36,34,23,24,NORMAL
2019-5-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92977,52,45,34,27,43,43,8,33,NORMAL
2019-3-6,Faria Lima,-23.5675,-46.6929,53161,45,23,39,42,27,28,43,29,NORMAL
2019-5-16,Higienópolis-Mackenzie,-23.5488,-46.6519,93317,28,28,15,19,32,29,37,20,NORMAL
2019-3-26,Faria Lima,-23.5675,-46.6929,53765,29,30,28,9,26,9,10,43,NORMAL
2018-6-15,Faria Lima,-23.5675,-46.6929,52882,55,36,23,42,7,12,28,31,NORMAL
2019-4-12,Faria Lima,-23.5675,-46.6929,52516,57,57,40,41,3,39,34,19,REABASTECER
2018-6-22,Faria Lima,-23.5675,-46.6929,54653,76,65,43,19,19,41,43,43,NORMAL
2019-6-25,Higienópolis-Mackenzie,-23.5488,-46.6519,93069,77,30,65,5,40,17,43,30,REABASTECER
2019-4-19,Faria Lima,-23.5675,-46.6929,52893,79,24,60,15,23,12,10,38,NORMAL
2019-4-27,Faria Lima,-23.5675,-46.6929,53314,6,42,65,42,38,30,22,1,REABASTECER
2019-7-10,Higienópolis-Mackenzie,-23.5488,-46.6519,91715,13,12,15,37,17,13,19,21,NORMAL
2018-7-15,Faria Lima,-23.5675,-46.6929,54035,39,65,14,6,15,18,41,43,REABASTECER
2019-5-8,Faria Lima,-23.5675,-46.6929,53771,86,26,49,7,34,35,21,40,NORMAL
2019-7-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90546,53,43,38,23,3,41,43,7,NORMAL
2018-7-20,Faria Lima,-23.5675,-46.6929,52257,74,42,39,37,33,43,15,21,NORMAL
2019-7-21,Higienópolis-Mackenzie,-23.5488,-46.6519,90891,86,20,55,36,26,31,16,24,NORMAL
2018-7-25,Faria Lima,-23.5675,-46.6929,53096,33,11,9,28,9,27,33,43,REABASTECER
2019-8-7,Higienópolis-Mackenzie,-23.5488,-46.6519,90521,86,63,18,29,2,34,31,14,REABASTECER
2019-6-3,Faria Lima,-23.5675,-46.6929,52337,11,10,7,19,21,39,17,25,REABASTECER
2019-6-8,Faria Lima,-23.5675,-46.6929,54127,46,53,35,42,1,30,43,11,REABASTECER
2019-8-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91823,20,38,40,16,15,11,43,29,NORMAL
2019-8-23,Higienópolis-Mackenzie,-23.5488,-46.6519,92235,15,56,44,31,20,23,8,35,NORMAL
2019-8-29,Higienópolis-Mackenzie,-23.5488,-46.6519,89933,45,26,65,18,40,38,29,11,NORMAL
2019-9-10,Higienópolis-Mackenzie,-23.5488,-46.6519,91512,10,22,37,19,37,17,25,14,REABASTECER
2019-7-18,Faria Lima,-23.5675,-46.6929,53688,86,31,52,21,43,31,15,21,NORMAL
2019-7-19,Faria Lima,-23.5675,-46.6929,53017,75,27,47,18,38,31,13,15,NORMAL
2019-7-21,Faria Lima,-23.5675,-46.6929,52975,60,21,38,8,29,31,3,6,REABASTECER
2019-7-26,Faria Lima,-23.5675,-46.6929,51353,17,53,7,37,10,16,28,24,REABASTECER
2019-8-3,Faria Lima,-23.5675,-46.6929,52773,29,3,28,15,23,33,43,36,REABASTECER
2018-10-12,Faria Lima,-23.5675,-46.6929,54539,56,27,59,43,4,13,16,29,NORMAL
2018-10-13,Faria Lima,-23.5675,-46.6929,54397,43,19,52,38,43,10,13,25,NORMAL
2019-8-5,Faria Lima,-23.5675,-46.6929,52480,3,59,14,11,14,26,38,28,REABASTECER
2019-8-10,Faria Lima,-23.5675,-46.6929,51473,50,32,45,35,37,1,17,8,NORMAL
2018-10-24,Faria Lima,-23.5675,-46.6929,51987,26,13,44,10,41,17,12,27,NORMAL
2019-8-16,Faria Lima,-23.5675,-46.6929,51561,86,65,4,12,8,20,36,29,REABASTECER
2018-11-2,Faria Lima,-23.5675,-46.6929,53406,32,32,51,35,11,40,26,35,NORMAL
2018-11-8,Faria Lima,-23.5675,-46.6929,51815,67,65,6,11,25,18,43,21,REABASTECER
2019-8-30,Faria Lima,-23.5675,-46.6929,51657,37,52,49,16,43,15,22,15,NORMAL
2019-9-9,Faria Lima,-23.5675,-46.6929,53192,36,10,57,31,10,24,33,23,NORMAL
2019-9-12,Faria Lima,-23.5675,-46.6929,54330,10,56,37,19,38,15,20,12,NORMAL
2019-9-15,Faria Lima,-23.5675,-46.6929,51840,63,37,12,11,27,7,7,41,NORMAL
2019-9-18,Faria Lima,-23.5675,-46.6929,53267,27,18,60,42,15,39,38,26,NORMAL
2019-11-23,Higienópolis-Mackenzie,-23.5488,-46.6519,89604,11,29,51,16,13,11,38,21,REABASTECER
2018-12-1,Faria Lima,-23.5675,-46.6929,54524,18,59,52,33,18,33,36,17,NORMAL
2019-11-27,Higienópolis-Mackenzie,-23.5488,-46.6519,92602,65,7,25,5,40,37,23,43,NORMAL
2019-9-30,Faria Lima,-23.5675,-46.6929,53568,86,5,48,43,15,4,33,20,REABASTECER
2019-12-4,Higienópolis-Mackenzie,-23.5488,-46.6519,92781,75,37,47,22,10,26,40,11,NORMAL
2019-10-2,Faria Lima,-23.5675,-46.6929,51677,67,55,28,36,7,41,29,10,NORMAL
2018-12-21,Faria Lima,-23.5675,-46.6929,54146,79,15,41,15,25,15,37,22,NORMAL
2019-10-25,Faria Lima,-23.5675,-46.6929,54016,33,33,10,37,43,17,19,43,NORMAL
2019-1-7,Faria Lima,-23.5675,-46.6929,51885,18,42,65,37,5,14,23,43,REABASTECER
2019-1-9,Faria Lima,-23.5675,-46.6929,54946,86,29,52,33,40,11,15,32,NORMAL
2019-11-2,Faria Lima,-23.5675,-46.6929,51408,54,62,29,23,17,37,36,18,NORMAL
2019-11-9,Faria Lima,-23.5675,-46.6929,54384,73,12,54,9,28,10,8,34,NORMAL
2019-11-18,Faria Lima,-23.5675,-46.6929,52876,86,26,59,20,32,24,12,38,NORMAL
2019-11-24,Faria Lima,-23.5675,-46.6929,52691,33,46,15,38,9,43,27,16,NORMAL
2019-12-2,Faria Lima,-23.5675,-46.6929,53304,47,57,14,20,17,24,35,29,NORMAL
2019-2-17,Faria Lima,-23.5675,-46.6929,51656,61,65,29,22,11,40,33,14,NORMAL
2019-2-19,Faria Lima,-23.5675,-46.6929,52922,41,55,17,17,4,35,25,2,NORMAL
2019-3-3,Faria Lima,-23.5675,-46.6929,54988,73,40,59,7,39,34,11,39,NORMAL
2018-2-19,Faria Lima,-23.5675,-46.6929,53582,63,52,60,32,7,22,15,31,NORMAL
2018-1-6,Pinheiros,-23.5664,-46.703,77426,36,40,28,33,25,28,20,26,NORMAL
2019-3-28,Faria Lima,-23.5675,-46.6929,52572,9,21,17,7,18,43,43,34,NORMAL
2018-3-25,Faria Lima,-23.5675,-46.6929,54356,24,61,11,5,43,8,9,16,REABASTECER
2018-2-24,Pinheiros,-23.5664,-46.703,76578,68,63,35,9,5,14,34,19,REABASTECER
2018-3-8,Pinheiros,-23.5664,-46.703,77974,20,46,60,43,39,18,23,5,NORMAL
2019-5-22,Faria Lima,-23.5675,-46.6929,51037,36,5,10,15,15,34,11,28,REABASTECER
2019-5-23,Faria Lima,-23.5675,-46.6929,52788,27,65,5,11,10,33,9,22,NORMAL
2018-3-26,Pinheiros,-23.5664,-46.703,78131,18,62,8,34,7,8,29,21,NORMAL
2019-6-6,Faria Lima,-23.5675,-46.6929,53609,66,62,51,6,11,37,7,17,NORMAL
2018-3-30,Pinheiros,-23.5664,-46.703,76254,64,45,44,21,33,35,16,8,NORMAL
2018-4-1,Pinheiros,-23.5664,-46.703,79803,57,43,39,16,28,35,14,4,NORMAL
2018-5-19,Faria Lima,-23.5675,-46.6929,51289,49,51,14,13,11,11,43,43,NORMAL
2018-5-21,Faria Lima,-23.5675,-46.6929,53526,28,42,65,6,7,43,36,33,NORMAL
2018-5-22,Faria Lima,-23.5675,-46.6929,54408,17,40,56,43,1,38,34,30,REABASTECER
2018-4-7,Pinheiros,-23.5664,-46.703,78459,86,59,57,30,7,26,35,21,NORMAL
2018-4-13,Pinheiros,-23.5664,-46.703,79965,29,31,8,6,25,8,7,35,REABASTECER
2019-6-28,Faria Lima,-23.5675,-46.6929,52989,29,19,65,35,6,9,40,13,NORMAL
2018-4-23,Pinheiros,-23.5664,-46.703,76766,15,45,5,10,22,19,7,43,REABASTECER
2018-6-12,Faria Lima,-23.5675,-46.6929,51788,86,56,42,11,18,22,39,1,NORMAL
2019-7-8,Faria Lima,-23.5675,-46.6929,54969,17,32,50,13,5,22,9,17,NORMAL
2019-7-16,Faria Lima,-23.5675,-46.6929,53371,21,46,65,32,7,37,22,28,NORMAL
2018-5-22,Pinheiros,-23.5664,-46.703,77249,76,65,11,18,21,21,26,16,NORMAL
2019-8-6,Faria Lima,-23.5675,-46.6929,51762,86,53,4,8,11,20,34,25,NORMAL
2018-7-13,Faria Lima,-23.5675,-46.6929,54631,54,13,32,8,25,28,3,10,NORMAL
2019-8-8,Faria Lima,-23.5675,-46.6929,54310,67,45,56,43,5,11,24,17,NORMAL
2018-7-17,Faria Lima,-23.5675,-46.6929,54788,19,58,65,39,5,11,30,34,REABASTECER
2018-8-4,Faria Lima,-23.5675,-46.6929,52050,32,30,13,37,11,42,43,13,NORMAL
2019-9-2,Faria Lima,-23.5675,-46.6929,52565,13,44,35,11,37,11,15,7,NORMAL
2018-8-9,Faria Lima,-23.5675,-46.6929,54143,63,60,41,27,34,27,21,35,NORMAL
2019-9-4,Faria Lima,-23.5675,-46.6929,54483,86,36,24,3,30,4,10,43,REABASTECER
2018-6-29,Pinheiros,-23.5664,-46.703,76863,74,24,21,9,13,6,12,33,REABASTECER
2019-9-19,Faria Lima,-23.5675,-46.6929,54543,20,14,55,39,10,39,32,21,NORMAL
2018-9-19,Faria Lima,-23.5675,-46.6929,51229,25,33,29,41,6,37,26,34,REABASTECER
2018-8-10,Pinheiros,-23.5664,-46.703,77975,86,44,29,16,27,43,24,43,NORMAL
2019-10-9,Faria Lima,-23.5675,-46.6929,51892,86,5,52,18,22,16,37,26,REABASTECER
2018-10-1,Faria Lima,-23.5675,-46.6929,52822,79,27,11,39,8,39,14,31,NORMAL
2019-10-15,Faria Lima,-23.5675,-46.6929,53002,25,23,13,32,39,38,15,43,NORMAL
2018-8-22,Pinheiros,-23.5664,-46.703,77724,66,33,6,16,23,10,20,32,NORMAL
2018-8-24,Pinheiros,-23.5664,-46.703,78872,52,21,59,10,16,4,14,26,NORMAL
2018-10-8,Faria Lima,-23.5675,-46.6929,54162,11,58,28,13,21,21,29,43,REABASTECER
2019-11-2,Faria Lima,-23.5675,-46.6929,51408,54,62,29,23,17,37,36,18,NORMAL
2019-11-6,Faria Lima,-23.5675,-46.6929,51564,14,34,6,18,43,22,22,5,REABASTECER
2018-10-30,Faria Lima,-23.5675,-46.6929,52010,55,41,65,40,17,5,35,43,REABASTECER
2019-11-15,Faria Lima,-23.5675,-46.6929,51697,22,39,10,32,6,35,25,7,REABASTECER
2018-10-7,Pinheiros,-23.5664,-46.703,78254,43,65,44,43,27,29,24,34,NORMAL
2018-10-24,Pinheiros,-23.5664,-46.703,76645,52,15,55,31,39,16,9,9,NORMAL
2018-12-7,Faria Lima,-23.5675,-46.6929,51221,42,24,12,15,37,15,16,33,NORMAL
2019-12-22,Faria Lima,-23.5675,-46.6929,52227,13,65,10,43,21,3,43,36,NORMAL
2019-12-23,Faria Lima,-23.5675,-46.6929,52663,5,59,5,41,16,43,40,33,NORMAL
2018-12-26,Faria Lima,-23.5675,-46.6929,53002,35,48,8,37,5,43,17,5,REABASTECER
2018-12-30,Faria Lima,-23.5675,-46.6929,51879,86,19,45,20,27,38,43,35,NORMAL
2018-11-22,Pinheiros,-23.5664,-46.703,78660,39,42,49,24,12,28,35,23,NORMAL
2018-1-19,Pinheiros,-23.5664,-46.703,76023,78,29,3,33,22,41,3,27,NORMAL
2019-1-4,Faria Lima,-23.5675,-46.6929,53205,45,58,21,7,15,26,32,16,NORMAL
2019-1-7,Faria Lima,-23.5675,-46.6929,51885,18,42,65,37,5,14,23,43,REABASTECER
2019-1-14,Faria Lima,-23.5675,-46.6929,52002,31,65,7,9,19,34,34,16,REABASTECER
2019-1-21,Faria Lima,-23.5675,-46.6929,53501,50,16,24,31,36,14,6,33,NORMAL
2018-12-24,Pinheiros,-23.5664,-46.703,79240,70,60,21,4,16,31,43,9,REABASTECER
2019-1-10,Pinheiros,-23.5664,-46.703,76439,74,19,45,7,5,37,22,27,NORMAL
2019-2-15,Faria Lima,-23.5675,-46.6929,54950,86,10,45,31,18,43,43,22,NORMAL
2018-3-14,Pinheiros,-23.5664,-46.703,79205,45,8,21,30,12,43,40,21,NORMAL
2018-3-18,Pinheiros,-23.5664,-46.703,76958,9,44,55,23,38,34,21,3,REABASTECER
2018-3-23,Pinheiros,-23.5664,-46.703,79481,52,16,23,43,22,17,39,30,NORMAL
2018-3-25,Pinheiros,-23.5664,-46.703,79432,29,65,12,37,13,11,31,23,NORMAL
2019-2-7,Pinheiros,-23.5664,-46.703,76329,66,55,48,34,16,34,5,43,NORMAL
2019-2-15,Pinheiros,-23.5664,-46.703,76024,76,11,65,12,28,17,16,11,NORMAL
2018-4-24,Pinheiros,-23.5664,-46.703,77988,3,40,65,9,20,17,2,40,REABASTECER
2018-5-2,Pinheiros,-23.5664,-46.703,78978,9,49,13,27,28,39,19,10,REABASTECER
2019-3-11,Pinheiros,-23.5664,-46.703,77228,86,61,29,43,43,12,43,43,NORMAL
2018-5-17,Pinheiros,-23.5664,-46.703,79192,42,36,51,27,43,40,40,39,NORMAL
2019-4-29,Faria Lima,-23.5675,-46.6929,54759,76,28,51,37,27,21,15,37,NORMAL
2018-6-2,Pinheiros,-23.5664,-46.703,79772,71,62,10,35,30,37,30,10,NORMAL
2018-6-5,Pinheiros,-23.5664,-46.703,77478,45,43,57,23,16,25,17,43,NORMAL
2019-4-12,Pinheiros,-23.5664,-46.703,77031,56,32,55,36,43,32,10,16,NORMAL
2019-5-12,Faria Lima,-23.5675,-46.6929,52771,50,65,17,37,18,23,4,23,REABASTECER
2019-4-24,Pinheiros,-23.5664,-46.703,78687,14,24,39,41,37,8,7,7,NORMAL
2019-5-20,Faria Lima,-23.5675,-46.6929,54684,56,20,18,23,24,38,15,36,NORMAL
2019-5-21,Faria Lima,-23.5675,-46.6929,53385,49,10,14,20,20,36,13,31,NORMAL
2018-6-21,Pinheiros,-23.5664,-46.703,79409,71,9,16,38,38,34,43,27,REABASTECER
2018-6-28,Pinheiros,-23.5664,-46.703,76050,86,29,29,14,15,11,15,38,NORMAL
2019-5-22,Pinheiros,-23.5664,-46.703,79094,86,56,35,43,23,12,22,13,NORMAL
2019-6-18,Faria Lima,-23.5675,-46.6929,51878,28,9,17,19,9,43,41,10,REABASTECER
2019-7-4,Faria Lima,-23.5675,-46.6929,53668,54,44,12,18,25,37,21,33,NORMAL
2019-6-16,Pinheiros,-23.5664,-46.703,78230,20,60,57,24,13,8,4,3,REABASTECER
2018-8-9,Pinheiros,-23.5664,-46.703,77621,9,54,37,16,29,6,29,5,REABASTECER
2018-8-14,Pinheiros,-23.5664,-46.703,77233,48,22,65,43,12,33,9,27,NORMAL
2019-6-24,Pinheiros,-23.5664,-46.703,78949,23,21,8,42,18,22,22,22,NORMAL
2019-7-4,Pinheiros,-23.5664,-46.703,76485,7,3,65,14,19,21,26,23,REABASTECER
2019-7-12,Pinheiros,-23.5664,-46.703,78258,13,24,15,23,25,31,40,33,NORMAL
2019-8-18,Faria Lima,-23.5675,-46.6929,54014,67,55,61,8,43,14,27,21,NORMAL
2018-9-23,Pinheiros,-23.5664,-46.703,77638,18,31,5,39,27,36,30,33,REABASTECER
2019-8-22,Faria Lima,-23.5675,-46.6929,51105,29,31,32,32,29,43,12,6,NORMAL
2019-9-1,Faria Lima,-23.5675,-46.6929,51801,24,47,43,14,41,12,17,9,NORMAL
2018-10-6,Pinheiros,-23.5664,-46.703,77392,50,6,52,6,29,32,26,36,NORMAL
2018-10-9,Pinheiros,-23.5664,-46.703,77062,26,51,32,32,20,20,20,29,NORMAL
2019-8-22,Pinheiros,-23.5664,-46.703,77385,74,35,58,9,41,23,10,12,NORMAL
2019-9-14,Faria Lima,-23.5675,-46.6929,54705,74,46,19,13,31,9,12,43,NORMAL
2018-10-26,Pinheiros,-23.5664,-46.703,77306,27,9,40,19,34,14,5,43,NORMAL
2019-9-9,Pinheiros,-23.5664,-46.703,78039,5,55,13,41,10,6,29,29,NORMAL
2018-11-10,Pinheiros,-23.5664,-46.703,77630,63,57,12,25,17,8,36,25,NORMAL
2018-11-11,Pinheiros,-23.5664,-46.703,77563,56,50,8,20,15,3,34,21,REABASTECER
2019-10-9,Faria Lima,-23.5675,-46.6929,51892,86,5,52,18,22,16,37,26,REABASTECER
2018-11-17,Pinheiros,-23.5664,-46.703,76336,86,16,23,43,36,34,10,43,NORMAL
2018-11-20,Pinheiros,-23.5664,-46.703,79500,58,55,65,30,21,28,43,31,NORMAL
2019-10-27,Faria Lima,-23.5675,-46.6929,51291,13,26,65,33,36,14,15,35,NORMAL
2019-10-13,Pinheiros,-23.5664,-46.703,76051,34,50,38,6,43,43,22,27,REABASTECER
